Unnamed: 0,dfx_time,csi_time,beamforming_en,noise_floor,sinr_eff,predicted_mcs_level,predicted_mcs
4468,11645239.49699998,11645238.47299999,0,-94.0,0.0001310247623273287,5,412.9
4469,11645341.27899998,11645341.47299999,0,-94.0,0.00013102476232732874,5,412.9
4470,11645446.23199999,11645446.47299999,0,-94.0,0.0001310247623273287,5,412.9
4472,11645655.61799997,11645656.47299999,0,-95.0,9.811746768831814e-05,5,412.9
4473,11645758.70999998,11645758.47299999,0,-94.75,9.409420272903878e-05,5,412.9
4477,11646079.99000001,11646081.47299999,0,-95.0,6.190793685974246e-05,4,344.1
4478,11646181.50800002,11646183.47299999,0,-93.0,4.3533909882664125e-05,3,309.7
4480,11646488.41499996,11646488.47299999,0,-94.75,5.936942828489538e-05,4,344.1
4483,11646650.551,11646652.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4485,11665962.35500002,11665963.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4487,11666076.58700001,11666074.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
4488,11666172.59399998,11666174.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4489,11666278.83999997,11666279.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4491,11666540.95199996,11666541.47299999,0,-94.75,9.409420272903878e-05,5,412.9
4495,11666912.04299998,11666912.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4497,11667185.801,11667186.47299999,0,-94.5,5.689810202763906e-05,4,344.1
4499,11667225.53899998,11667229.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
4502,11667531.16600001,11667530.47299999,0,-94.75,1.4912926135530947e-05,1,206.5
4503,11667541.079,11667543.47299999,0,-94.0,2.0766025385641926e-05,1,206.5
4504,11667643.21899998,11667642.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4507,11667953.38699996,11667952.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4509,11668164.19099998,11668164.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4510,11668265.00699997,11668264.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
4512,11668376.86500001,11668378.47299999,0,-94.0,2.0766025385641926e-05,1,206.5
4516,11668790.847,11668790.47299999,0,-95.5,2.674476118486012e-05,2,275.3
4517,11668897.94099998,11668897.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4520,11669210.07599998,11669210.47299999,0,-94.75,9.409420272903878e-05,5,412.9
4521,11669218.92199999,11669221.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4522,11669471.18000001,11669471.47299999,0,-94.5,2.26515424080876e-05,1,206.5
4523,11669530.64499998,11669531.47299999,0,-95.25,1.620468922374669e-05,1,206.5
4526,11669856.17699999,11669856.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4528,11670152.99599999,11670152.47299999,0,-95.0,6.190793685974246e-05,4,344.1
4529,11670162.27700001,11670161.47299999,0,-94.5,2.26515424080876e-05,1,206.5
4531,11670373.92299998,11670373.47299999,0,-94.5,1.4292157046187391e-05,1,206.5
4534,11670681.46499997,11670681.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4535,11670690.19599998,11670690.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4536,11670790.64599997,11670790.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4537,11670894.59600002,11670894.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4539,11671109.97799998,11671110.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4540,11671311.66799998,11671312.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
4542,11671525.403,11671527.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4544,11671733.76899999,11671733.47299999,0,-95.25,1.620468922374669e-05,1,206.5
4549,11672153.505,11672153.47299999,0,-94.5,1.4292157046187391e-05,1,206.5
4550,11672258.02599996,11672259.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4552,11672610.72600001,11672612.47299999,0,-94.75,1.4912926135530947e-05,1,206.5
4553,11672815.773,11672815.47299999,0,-95.5,6.717980273421424e-05,4,344.1
4554,11672916.81800002,11672917.47299999,0,-94.75,9.409420272903878e-05,5,412.9
4555,11672989.037,11672990.47299999,0,-94.5,2.26515424080876e-05,1,206.5
4556,11673096.296,11673096.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4558,11673302.53799999,11673304.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
4559,11673511.125,11673509.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4560,11673718.97799998,11673716.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4561,11673819.84999996,11673820.47299999,0,-94.5,2.26515424080876e-05,1,206.5
4563,11673931.00099999,11673931.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4564,11674039.49199998,11674040.47299999,0,-94.25,2.169495223526945e-05,1,206.5
4565,11674150.34899998,11674150.47299999,0,-94.5,2.2651542408087545e-05,1,206.5
4566,11674247.62599999,11674249.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
4568,11674450.32099998,11674452.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
4570,11674762.31599998,11674762.47299999,0,-95.25,0.0001022446768074202,5,412.9
4572,11674870.73299998,11674870.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4573,11674974.20700002,11674975.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4576,11675579.71200001,11675579.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4578,11675599.58599997,11675600.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4580,11675910.67899996,11675910.47299999,0,-95.25,1.620468922374669e-05,1,206.5
4581,11739918.838,11739918.47299999,0,-95.0,9.811746768831814e-05,5,412.9
4582,11740025.44400001,11740026.47299999,0,-95.5,6.717980273421424e-05,4,344.1
4585,11740344.19699997,11740346.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4587,11740561.48299998,11740563.47299999,0,-95.5,6.717980273421424e-05,4,344.1
4591,11740972.60799998,11740974.47299999,0,-95.5,4.238758993588295e-05,3,309.7
4592,11741116.37,11741117.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4593,11741174.14200002,11741174.47299999,0,-95.0,6.190793685974246e-05,4,344.1
4595,11741394.093,11741395.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4596,11741485.73799998,11741486.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4597,11741590.662,11741590.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4599,11741806.20099998,11741808.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4600,11741906.25199997,11741906.47299999,0,-95.75,6.990904135363526e-05,4,344.1
4602,11742114.16799998,11742115.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4603,11742219.67699999,11742220.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4605,11742326.19999999,11742328.47299999,0,-94.75,5.936942828489538e-05,4,344.1
4606,11742434.09899998,11742435.47299999,0,-95.75,6.99090413536352e-05,4,344.1
4607,11742534.093,11742533.47299999,0,-94.75,5.936942828489538e-05,4,344.1
4608,11742639.90899998,11742641.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4609,11742745.88,11742747.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4611,11742950.86199999,11742951.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4614,11743267.398,11743268.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4616,11743474.25699997,11743475.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4618,11743880.35500002,11743882.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4620,11743916.83399999,11743917.47299999,0,-94.5,5.689810202763906e-05,4,344.1
4621,11743927.95599997,11743929.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4622,11744037.40999997,11744040.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4624,11744303.14099997,11744303.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4626,11744412.685,11744415.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4628,11744621.11799997,11744623.47299999,0,-94.5,3.590027536132213e-05,2,275.3
4629,11744826.74900001,11744824.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4630,11744832.37799996,11744834.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4633,11745139.662,11745139.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4634,11745242.29500002,11745242.47299999,0,-95.5,4.238758993588295e-05,3,309.7
4635,11745247.83099997,11745249.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4637,11745457.81800002,11745459.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4638,11745658.926,11745659.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4639,11745662.23299998,11745666.47299999,0,-95.5,4.238758993588295e-05,3,309.7
4640,11745866.00599998,11745868.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4643,11746182.55299997,11746183.47299999,0,-94.75,5.936942828489538e-05,4,344.1
4644,11746291.79899996,11746292.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4645,11746295.92299998,11746298.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4648,11746751.19699997,11746751.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4649,11746866.11199999,11746865.47299999,0,-95.5,6.717980273421424e-05,4,344.1
4650,11747028.39099997,11747028.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
4652,11747233.33700001,11747233.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4653,11747333.278,11747332.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4655,11747437.93400002,11747437.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4657,11747748.60299998,11747748.47299999,0,-94.5,5.689810202763906e-05,4,344.1
4658,11747856.55500001,11747856.47299999,0,-94.5,3.590027536132213e-05,2,275.3
4659,11747960.26300001,11747960.47299999,0,-94.5,3.590027536132213e-05,2,275.3
4661,11748170.94,11748170.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4663,11748376.218,11748376.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4664,11748384.14499998,11748385.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4665,11748489.90899998,11748490.47299999,0,-94.75,5.936942828489538e-05,4,344.1
4667,11748697.458,11748699.47299999,0,-95.25,0.0001022446768074202,5,412.9
4668,11748902.01999998,11748902.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4670,11749110.468,11749112.47299999,0,-95.5,6.717980273421424e-05,4,344.1
4671,11749233.25599998,11749233.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4672,11749233.25599998,11749238.47299999,0,-95.75,6.99090413536352e-05,4,344.1
4674,11749436.83599997,11749437.47299999,0,-95.5,6.717980273421424e-05,4,344.1
4675,11749600.45899999,11749602.47299999,0,-95.5,4.238758993588295e-05,3,309.7
4677,11749863.67500001,11749863.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4678,11787604.75699997,11787605.47299999,0,-95.0,6.190793685974246e-05,4,344.1
4679,11787610.14899999,11787612.47299999,0,-95.75,6.990904135363526e-05,4,344.1
4681,11787921.06699997,11787921.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4684,11788441.43599999,11788445.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4685,11788551.167,11788552.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4689,11789178.68699998,11789180.47299999,0,-95.0,6.190793685974246e-05,4,344.1
4697,11789909.96200001,11789910.47299999,0,-95.0,1.5550570660073807e-05,1,206.5
4699,11790215.04100001,11790215.47299999,0,-95.25,0.0001022446768074202,5,412.9
4712,11791370.009,11791369.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4715,11791580.99900001,11791580.47299999,0,-94.5,3.590027536132213e-05,2,275.3
4719,11791994.34799999,11791994.47299999,0,-94.5,3.590027536132213e-05,2,275.3
4720,11792093.97499996,11792095.47299999,0,-94.5,3.590027536132213e-05,2,275.3
4724,11792316.43099999,11792315.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4728,11792837.12699997,11792836.47299999,0,-96.0,2.894128453581956e-05,2,275.3
4732,11793161.35399997,11793162.47299999,0,-95.25,1.620468922374669e-05,1,206.5
4733,11793378.53799999,11793378.47299999,0,-95.25,6.451202976564556e-05,4,344.1
4734,11793461.64499998,11793462.47299999,0,-94.25,2.169495223526945e-05,1,206.5
4737,11793768.93400002,11793769.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4741,11793981.94300002,11793981.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4744,11794194.42199999,11794196.47299999,0,-94.75,3.745957681394474e-05,3,309.7
4745,11794293.06,11794293.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4747,11794400.08700001,11794400.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4749,11794504.58999997,11794506.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4751,11794708.40399998,11794709.47299999,0,-95.5,4.238758993588295e-05,3,309.7
4754,11794910.99000001,11794911.47299999,0,-95.25,4.070433898795883e-05,3,309.7
4755,11794923.04500002,11794922.47299999,0,-95.0,2.464599357803659e-05,2,275.3
4756,11795019.99599999,11795020.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4757,11795120.36000001,11795120.47299999,0,-95.5,4.238758993588295e-05,3,309.7
4758,11795134.17500001,11795133.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4759,11795227.59899998,11795228.47299999,0,-95.0,3.906126744327044e-05,3,309.7
4763,11795594.29699999,11795594.47299999,0,-95.5,6.717980273421424e-05,4,344.1
4764,11795645.08700001,11795644.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
4766,11795764.72499996,11795765.47299999,0,-95.0,6.190793685974246e-05,4,344.1
4767,11795899.47499996,11795899.47299999,0,-95.5,6.717980273421424e-05,4,344.1
4771,11907345.92199999,11907346.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
4772,11907554.06400001,11907554.47299999,0,-95.0,1.5550570660073807e-05,1,206.5
4773,11907762.07499999,11907762.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
4774,11907867.07300001,11907868.47299999,0,-95.25,1.620468922374669e-05,1,206.5
4783,11909234.38099998,11909234.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
4789,11909766.28799999,11909766.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
4791,11910073.03399998,11910073.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
4792,11910179.41600001,11910179.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
4796,11910600.52200002,11910600.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
4798,11910813.58599997,11910812.47299999,0,-94.75,9.409420272903897e-06,1,206.5
4803,11911514.903,11911521.47299999,0,-95.0,9.811746768831781e-06,1,206.5
4804,11911654.20700002,11911655.47299999,0,-95.5,6.717980273421443e-06,0,137.6
4805,11911858.61799997,11911858.47299999,0,-95.25,6.451202976564546e-06,0,137.6
4807,11912068.25199997,11912071.47299999,0,-95.25,1.620468922374669e-05,1,206.5
4810,11912380.80199999,11912384.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
4815,11912904.301,11912906.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
4817,11913221.85799998,11913222.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
4819,11913426.36299998,11913426.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
4823,11913845.03100002,11913847.47299999,0,-94.75,9.409420272903897e-06,1,206.5
4826,11914283.43000001,11914286.47299999,0,-95.0,9.811746768831781e-06,1,206.5
4827,11914395.48899996,11914397.47299999,0,-95.5,6.717980273421443e-06,0,137.6
4829,11914592.29100001,11914595.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
4830,11914782.24199998,11914782.47299999,0,-95.75,1.1079836373285885e-05,1,206.5
4837,11915726.23000002,11915728.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
4838,11915929.96700001,11915930.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
4839,11916035.55399996,11916035.47299999,0,-94.0,8.267103609920017e-06,0,137.6
4840,11916143.426,11916145.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
4841,11916245.95300001,11916247.47299999,0,-94.75,1.4912926135530947e-05,1,206.5
4842,11916350.43599999,11916350.47299999,0,-95.0,9.811746768831781e-06,1,206.5
4845,11916768.074,11916767.47299999,0,-95.0,9.811746768831781e-06,1,206.5
4851,11968433.32699996,11968434.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4854,11968844.366,11968846.47299999,0,-95.25,4.070433898795876e-06,0,137.6
4855,11968949.24000001,11968948.47299999,0,-95.25,4.070433898795876e-06,0,137.6
4858,11969270.85100001,11969270.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4859,11969275.153,11969277.47299999,0,-95.75,4.410962308764569e-06,0,137.6
4861,11969581.22399998,11969580.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4862,11969586.86500001,11969587.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4863,11969694.69199997,11969697.47299999,0,-95.5,2.674476118485992e-06,0,137.6
4864,11969806.361,11969808.47299999,0,-95.25,4.070433898795876e-06,0,137.6
4865,11969892.90200001,11969893.47299999,0,-95.0,3.906126744327059e-06,0,137.6
4866,11970095.287,11970095.47299999,0,-95.0,3.906126744327059e-06,0,137.6
4872,11970727.116,11970727.47299999,0,-95.0,3.906126744327059e-06,0,137.6
4873,11970932.23500001,11970932.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4877,11971346.755,11971346.47299999,0,-95.75,4.410962308764569e-06,0,137.6
4878,11971453.273,11971453.47299999,0,-95.25,4.070433898795876e-06,0,137.6
4879,11971664.24699998,11971664.47299999,0,-95.25,4.070433898795876e-06,0,137.6
4881,11971976.42699999,11971976.47299999,0,-95.75,4.410962308764569e-06,0,137.6
4884,11972437.70899999,11972438.47299999,0,-95.75,2.7831290649403337e-06,0,137.6
4885,11972539.917,11972542.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4887,11972724.53799999,11972724.47299999,0,-96.0,4.586884484190068e-06,0,137.6
4888,11972828.11000001,11972829.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4889,11973024.28399998,11973026.47299999,0,-95.75,4.410962308764569e-06,0,137.6
4890,11973134.352,11973134.47299999,0,-95.75,4.410962308764569e-06,0,137.6
4891,11973244.24199998,11973245.47299999,0,-95.25,4.070433898795876e-06,0,137.6
4892,11973344.49199998,11973346.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4893,11973554.46399999,11973556.47299999,0,-95.0,3.906126744327059e-06,0,137.6
4895,11973765.93699998,11973767.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4902,11974505.51300001,11974507.47299999,0,-94.75,3.745957681394492e-06,0,137.6
4906,11975130.64899999,11975131.47299999,0,-95.0,3.906126744327059e-06,0,137.6
4907,11975349.764,11975351.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
4908,11975552.72899997,11975550.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4910,11975863.45599997,11975863.47299999,0,-95.25,6.451202976564546e-06,0,137.6
4911,11975866.639,11975868.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4913,11976175.51199996,11976175.47299999,0,-96.0,4.586884484190068e-06,0,137.6
4918,11976806.227,11976807.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4919,11977013.98500001,11977013.47299999,0,-95.25,4.070433898795876e-06,0,137.6
4922,11977448.83700001,11977449.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4926,11977873.58499998,11977873.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4929,12041541.843,12041542.47299999,0,-95.0,6.190793685974252e-06,0,137.6
4933,12042061.23500001,12042061.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4935,12042383.23199999,12042383.47299999,0,-95.5,4.238758993588278e-06,0,137.6
4937,12042501.83200002,12042504.47299999,0,-95.0,3.906126744327059e-06,0,137.6
4939,12042696.08700001,12042696.47299999,0,-95.5,6.717980273421443e-06,0,137.6
4947,12043735.80299997,12043732.47299999,0,-95.5,6.717980273421443e-06,0,137.6
4957,12044776.39899999,12044779.47299999,0,-95.25,6.451202976564546e-06,0,137.6
4959,12045142.64599997,12045143.47299999,0,-96.0,4.586884484190068e-06,0,137.6
4960,12045197.56400001,12045197.47299999,0,-95.25,6.451202976564546e-06,0,137.6
4967,12045824.74599999,12045825.47299999,0,-95.25,6.451202976564546e-06,0,137.6
4968,12045926.898,12045929.47299999,0,-95.0,6.190793685974252e-06,0,137.6
4973,12046347.38099998,12046346.47299999,0,-95.5,6.717980273421443e-06,0,137.6
4975,12046551.37,12046550.47299999,0,-95.75,6.99090413536351e-06,0,137.6
4976,12046558.102,12046558.47299999,0,-94.0,5.21618974025775e-05,4,344.1
4977,12046663.60799998,12046663.47299999,0,-95.25,6.451202976564546e-06,0,137.6
4980,12046875.736,12046879.47299999,0,-94.75,5.936942828489528e-06,0,137.6
4985,12047293.33399999,12047295.47299999,0,-95.0,6.190793685974252e-06,0,137.6
4988,12047595.34200001,12047595.47299999,0,-95.5,6.717980273421443e-06,0,137.6
4989,12047698.40999997,12047697.47299999,0,-95.5,6.717980273421443e-06,0,137.6
4993,12048131.778,12048132.47299999,0,-95.25,6.451202976564546e-06,0,137.6
4996,12048443.546,12048441.47299999,0,-95.75,6.99090413536351e-06,0,137.6
5001,12048855.51099998,12048856.47299999,0,-94.5,5.689810202763898e-06,0,137.6
5005,12049260.75800002,12049261.47299999,0,-94.75,5.936942828489528e-06,0,137.6
5006,12049271.704,12049272.47299999,0,-95.0,6.190793685974252e-06,0,137.6
5007,12049378.37699997,12049377.47299999,0,-96.0,1.152173289873883e-05,1,206.5
5008,12049480.85100001,12049480.47299999,0,-95.75,6.99090413536351e-06,0,137.6
5020,12050516.60299998,12050516.47299999,0,-95.25,6.451202976564546e-06,0,137.6
5021,12050619.68400002,12050619.47299999,0,-95.0,6.190793685974252e-06,0,137.6
5022,12050633.35899997,12050631.47299999,0,-95.0,6.190793685974252e-06,0,137.6
5023,12050730.92899996,12050731.47299999,0,-95.5,6.717980273421443e-06,0,137.6
5024,12089024.44800001,12088812.47299999,0,-95.0,2.4645993578036528e-06,0,137.6
5030,12089753.64399999,12089754.47299999,0,-95.5,4.238758993588278e-06,0,137.6
5031,12089858.05500001,12089860.47299999,0,-95.75,4.410962308764569e-06,0,137.6
5032,12089962.35699999,12089962.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5038,12090919.833,12090920.47299999,0,-95.0,2.4645993578036528e-06,0,137.6
5041,12091240.14200002,12091240.47299999,0,-95.5,4.238758993588278e-06,0,137.6
5042,12091348.89700002,12091350.47299999,0,-95.0,2.4645993578036528e-06,0,137.6
5044,12091531.40200001,12091531.47299999,0,-95.5,6.717980273421443e-06,0,137.6
5045,12091633.66299999,12091635.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5046,12091846.72499996,12091846.47299999,0,-95.5,4.238758993588278e-06,0,137.6
5050,12092265.28799999,12092267.47299999,0,-95.0,3.906126744327059e-06,0,137.6
5052,12092577.667,12092579.47299999,0,-95.5,4.238758993588278e-06,0,137.6
5054,12092891.38199997,12092892.47299999,0,-95.0,2.4645993578036528e-06,0,137.6
5056,12093094.49299997,12093094.47299999,0,-95.5,2.674476118485992e-06,0,137.6
5057,12093200.13300002,12093199.47299999,0,-95.5,2.674476118485992e-06,0,137.6
5060,12093408.79699999,12093410.47299999,0,-95.0,3.906126744327059e-06,0,137.6
5064,12093840.48899996,12093843.47299999,0,-95.0,2.4645993578036528e-06,0,137.6
5070,12094352.046,12094354.47299999,0,-95.25,4.070433898795876e-06,0,137.6
5071,12094556.61199999,12094556.47299999,0,-93.75,3.1483983916588015e-06,0,137.6
5072,12094561.657,12094563.47299999,0,-95.25,4.070433898795876e-06,0,137.6
5074,12094870.65399998,12094870.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5075,12094973.51999998,12094975.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5076,12095082.866,12095084.47299999,0,-95.5,2.674476118485992e-06,0,137.6
5078,12095390.24000001,12095390.47299999,0,-95.5,4.238758993588278e-06,0,137.6
5079,12095603.04699999,12095602.47299999,0,-95.0,3.906126744327059e-06,0,137.6
5082,12095915.05299997,12095915.47299999,0,-95.5,2.674476118485992e-06,0,137.6
5087,12096449.218,12096452.47299999,0,-95.5,2.674476118485992e-06,0,137.6
5088,12096548.60899997,12096546.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5092,12096984.98100001,12096986.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5093,12097261.84799999,12097262.47299999,0,-95.5,2.674476118485992e-06,0,137.6
5098,12097694.82199997,12097697.47299999,0,-95.75,2.7831290649403337e-06,0,137.6
5099,12097903.18099999,12097903.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5100,12098005.14999998,12098005.47299999,0,-94.75,3.745957681394492e-06,0,137.6
5102,12098228.47399998,12098229.47299999,0,-95.5,4.238758993588278e-06,0,137.6
5106,12210215.18599999,12209921.47299999,0,-95.0,2.4645993578036528e-06,0,137.6
5116,12211580.15899998,12211580.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5118,12211891.96099997,12211894.47299999,0,-95.0,2.4645993578036528e-06,0,137.6
5120,12212361.97299999,12212359.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5123,12212671.287,12212671.47299999,0,-95.0,1.5550570660073788e-06,0,137.6
5125,12212841.44199997,12212842.47299999,0,-94.5,2.2651542408087296e-06,0,137.6
5130,12213678.81999999,12213681.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5131,12213785.27899998,12213786.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5134,12214099.90600002,12214101.47299999,0,-94.25,2.1694952235269674e-06,0,137.6
5135,12214211.19699997,12214213.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5138,12214520.72499996,12214520.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5139,12214528.199,12214529.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5141,12214740.48399997,12214741.47299999,0,-95.5,2.674476118485992e-06,0,137.6
5145,12215328.94400001,12215329.47299999,0,-95.0,3.906126744327059e-06,0,137.6
5149,12215675.25400001,12215675.47299999,0,-94.75,1.4912926135530897e-06,0,137.6
5153,12216098.18299997,12216098.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5155,12216303.02200002,12216304.47299999,0,-95.0,2.4645993578036528e-06,0,137.6
5157,12216614.80799997,12216616.47299999,0,-94.5,2.2651542408087296e-06,0,137.6
5160,12217033.64499998,12217034.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5161,12217138.70099998,12217138.47299999,0,-94.25,2.1694952235269674e-06,0,137.6
5165,12217662.33099997,12217664.47299999,0,-94.5,2.2651542408087296e-06,0,137.6
5167,12217988.24900001,12217989.47299999,0,-94.75,2.3635395111878323e-06,0,137.6
5168,12218206.89999998,12218206.47299999,0,-95.0,1.5550570660073788e-06,0,137.6
5171,12218711.89200002,12218711.47299999,0,-95.25,1.6204689223746818e-06,0,137.6
5172,12218724.42199999,12218724.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5174,12219017.48799998,12219017.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
5182,12393358.65999997,12393358.47299999,0,-94.5,3.590027536132213e-05,2,275.3
5184,12393572.48399997,12393572.47299999,0,-95.25,4.070433898795883e-05,3,309.7
5187,12393881.35600001,12393885.47299999,0,-94.5,3.590027536132213e-05,2,275.3
5190,12394199.82599998,12394201.47299999,0,-94.75,3.745957681394474e-05,3,309.7
5196,12394719.65200001,12394721.47299999,0,-94.75,3.745957681394474e-05,3,309.7
5198,12394929.33099997,12394930.47299999,0,-94.5,5.689810202763906e-05,4,344.1
